"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AirNow","060090001","3","17.8","ug/m3 LC","63","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/02/2020","AirNow","060090001","3","14.2","ug/m3 LC","55","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/03/2020","AirNow","060090001","3","13.2","ug/m3 LC","53","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/04/2020","AirNow","060090001","3","12","ug/m3 LC","50","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/05/2020","AirNow","060090001","3","14.5","ug/m3 LC","56","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/06/2020","AirNow","060090001","3","11.2","ug/m3 LC","47","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/07/2020","AirNow","060090001","3","13.6","ug/m3 LC","54","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/08/2020","AirNow","060090001","3","15","ug/m3 LC","57","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/09/2020","AirNow","060090001","3","7","ug/m3 LC","29","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/10/2020","AirNow","060090001","3","8.1","ug/m3 LC","34","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/11/2020","AirNow","060090001","3","10.6","ug/m3 LC","44","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/12/2020","AirNow","060090001","3","10.9","ug/m3 LC","45","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/13/2020","AirNow","060090001","3","6.2","ug/m3 LC","26","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/14/2020","AirNow","060090001","3","5.5","ug/m3 LC","23","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/15/2020","AirNow","060090001","3","9.7","ug/m3 LC","40","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/16/2020","AirNow","060090001","3","6.6","ug/m3 LC","28","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/17/2020","AirNow","060090001","3","4.3","ug/m3 LC","18","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/18/2020","AirNow","060090001","3","6.3","ug/m3 LC","26","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/19/2020","AirNow","060090001","3","9.7","ug/m3 LC","40","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/20/2020","AirNow","060090001","3","8.6","ug/m3 LC","36","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/21/2020","AirNow","060090001","3","5.2","ug/m3 LC","22","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/22/2020","AirNow","060090001","3","4.6","ug/m3 LC","19","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/23/2020","AirNow","060090001","3","8.2","ug/m3 LC","34","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/24/2020","AirNow","060090001","3","10","ug/m3 LC","42","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/25/2020","AirNow","060090001","3","14.1","ug/m3 LC","55","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/26/2020","AirNow","060090001","3","9.4","ug/m3 LC","39","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/27/2020","AirNow","060090001","3","8","ug/m3 LC","33","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/28/2020","AirNow","060090001","3","7.3","ug/m3 LC","30","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/29/2020","AirNow","060090001","3","8.2","ug/m3 LC","34","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/30/2020","AirNow","060090001","3","10.7","ug/m3 LC","45","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"01/31/2020","AirNow","060090001","3","10.7","ug/m3 LC","45","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/01/2020","AirNow","060090001","3","12.4","ug/m3 LC","52","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/02/2020","AirNow","060090001","3","10","ug/m3 LC","42","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/03/2020","AirNow","060090001","3","6.8","ug/m3 LC","28","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/04/2020","AirNow","060090001","3","10.1","ug/m3 LC","42","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/05/2020","AirNow","060090001","3","12.2","ug/m3 LC","51","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/06/2020","AirNow","060090001","3","15.3","ug/m3 LC","58","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/07/2020","AirNow","060090001","3","15.9","ug/m3 LC","59","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/08/2020","AirNow","060090001","3","15.9","ug/m3 LC","59","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/09/2020","AirNow","060090001","3","13.5","ug/m3 LC","54","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/10/2020","AirNow","060090001","3","4.8","ug/m3 LC","20","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/11/2020","AirNow","060090001","3","10.5","ug/m3 LC","44","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/12/2020","AirNow","060090001","3","9.2","ug/m3 LC","38","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
"02/13/2020","AirNow","060090001","3","11.9","ug/m3 LC","50","San Andreas-Gold Strike Road","1","100.0000","88101","PM2.5 - Local Conditions","","","06","California","009","Calaveras","38.20185","-120.680277"
