"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AirNow","060950004","3","14.3","ug/m3 LC","56","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/02/2020","AirNow","060950004","3","9.2","ug/m3 LC","38","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/03/2020","AirNow","060950004","3","24.5","ug/m3 LC","77","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/04/2020","AirNow","060950004","3","8.1","ug/m3 LC","34","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/05/2020","AirNow","060950004","3","8.5","ug/m3 LC","35","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/06/2020","AirNow","060950004","3","9.9","ug/m3 LC","41","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/07/2020","AirNow","060950004","3","10","ug/m3 LC","42","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/08/2020","AirNow","060950004","3","3","ug/m3 LC","13","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/09/2020","AirNow","060950004","3","8.1","ug/m3 LC","34","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/10/2020","AirNow","060950004","3","9.2","ug/m3 LC","38","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/11/2020","AirNow","060950004","3","5.2","ug/m3 LC","22","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/12/2020","AirNow","060950004","3","7.7","ug/m3 LC","32","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/13/2020","AirNow","060950004","3","4.1","ug/m3 LC","17","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/14/2020","AirNow","060950004","3","6.3","ug/m3 LC","26","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/15/2020","AirNow","060950004","3","10.1","ug/m3 LC","42","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/16/2020","AirNow","060950004","3","6.9","ug/m3 LC","29","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/17/2020","AirNow","060950004","3","10.5","ug/m3 LC","44","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/18/2020","AirNow","060950004","3","5.5","ug/m3 LC","23","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/19/2020","AirNow","060950004","3","11.4","ug/m3 LC","48","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
"01/20/2020","AirNow","060950004","3","18.8","ug/m3 LC","65","Vallejo","1","100.0000","88101","PM2.5 - Local Conditions","46700","Vallejo-Fairfield, CA","06","California","095","Solano","38.102507","-122.237976"
