"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2020","AQS","060610006","1","23","ug/m3 LC","74","Roseville-N Sunrise Ave","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/10/2020","AQS","060610006","1","10.2","ug/m3 LC","43","Roseville-N Sunrise Ave","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/16/2020","AQS","060610006","1","4.8","ug/m3 LC","20","Roseville-N Sunrise Ave","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/22/2020","AQS","060610006","1","4.9","ug/m3 LC","20","Roseville-N Sunrise Ave","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/04/2020","AQS","060610006","2","23","ug/m3 LC","74","Roseville-N Sunrise Ave","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/16/2020","AQS","060610006","2","4.8","ug/m3 LC","20","Roseville-N Sunrise Ave","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/28/2020","AQS","060610006","2","5.9","ug/m3 LC","25","Roseville-N Sunrise Ave","1","100.0000","88101","PM2.5 - Local Conditions","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/01/2020","AirNow","060610006","3","21.1","ug/m3 LC","70","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/02/2020","AirNow","060610006","3","15.2","ug/m3 LC","58","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/03/2020","AirNow","060610006","3","18.4","ug/m3 LC","64","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/04/2020","AirNow","060610006","3","20.4","ug/m3 LC","68","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/05/2020","AirNow","060610006","3","14.9","ug/m3 LC","57","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/06/2020","AirNow","060610006","3","13.3","ug/m3 LC","54","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/07/2020","AirNow","060610006","3","17.7","ug/m3 LC","63","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
"01/08/2020","AirNow","060610006","3","12.2","ug/m3 LC","51","Roseville-N Sunrise Ave","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40900","Sacramento--Roseville--Arden-Arcade, CA","06","California","061","Placer","38.74643","-121.26498"
